funcid,dim,milestone,error
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,1.401475e+51
2,30,50,1.401475e+51
2,30,60,1.401475e+51
2,30,70,1.401475e+51
2,30,80,1.401475e+51
2,30,90,1.401475e+51
2,30,100,1.401475e+51
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,1.039663e+48
2,30,50,1.039663e+48
2,30,60,1.039663e+48
2,30,70,1.039648e+48
2,30,80,1.039648e+48
2,30,90,1.039648e+48
2,30,100,1.039648e+48
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,5.325459e+50
2,30,50,5.325459e+50
2,30,60,5.325459e+50
2,30,70,5.325459e+50
2,30,80,5.325459e+50
2,30,90,5.302256e+50
2,30,100,5.302256e+50
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,2.212309e+53
2,30,50,2.212309e+53
2,30,60,2.212309e+53
2,30,70,2.212309e+53
2,30,80,2.212309e+53
2,30,90,2.212309e+53
2,30,100,2.212309e+53
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,4.262127e+45
2,30,50,4.262127e+45
2,30,60,4.262127e+45
2,30,70,4.262127e+45
2,30,80,4.261978e+45
2,30,90,4.261978e+45
2,30,100,4.261978e+45
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,5.095137e+48
2,30,50,5.095137e+48
2,30,60,5.095137e+48
2,30,70,5.095137e+48
2,30,80,5.095137e+48
2,30,90,5.095137e+48
2,30,100,5.095137e+48
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,8.653714e+50
2,30,50,8.653714e+50
2,30,60,8.653714e+50
2,30,70,8.653714e+50
2,30,80,8.653714e+50
2,30,90,8.653714e+50
2,30,100,8.653714e+50
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,4.274159e+49
2,30,50,4.274159e+49
2,30,60,3.111658e+49
2,30,70,3.111658e+49
2,30,80,3.111658e+49
2,30,90,3.111658e+49
2,30,100,3.111658e+49
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,7.634561e+49
2,30,50,7.634561e+49
2,30,60,7.634561e+49
2,30,70,7.634561e+49
2,30,80,7.634561e+49
2,30,90,7.634561e+49
2,30,100,7.634561e+49
2,30,1,4.308615e+55
2,30,2,4.308615e+55
2,30,3,4.308615e+55
2,30,5,4.308615e+55
2,30,10,4.308615e+55
2,30,20,4.308615e+55
2,30,30,4.308615e+55
2,30,40,5.408059e+47
2,30,50,5.408059e+47
2,30,60,5.408059e+47
2,30,70,5.408059e+47
2,30,80,5.408059e+47
2,30,90,5.408059e+47
2,30,100,1.593203e+42
