funcid,dim,milestone,error
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,2.733437e+01
1,30,50,2.733412e+01
1,30,60,2.733412e+01
1,30,70,2.733412e+01
1,30,80,2.733412e+01
1,30,90,5.251734e+00
1,30,100,1.613458e+00
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,1.883400e+01
1,30,100,1.883400e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,2.980107e+01
1,30,100,1.482743e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,1.145793e+01
1,30,70,1.145777e+01
1,30,80,1.145777e+01
1,30,90,1.145777e+01
1,30,100,1.145777e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
1,30,1,1.355663e+06
1,30,2,6.191567e+01
1,30,3,5.879375e+01
1,30,5,5.879203e+01
1,30,10,5.879057e+01
1,30,20,5.879057e+01
1,30,30,5.879057e+01
1,30,40,5.879057e+01
1,30,50,5.879057e+01
1,30,60,5.879057e+01
1,30,70,5.879057e+01
1,30,80,5.879057e+01
1,30,90,5.879057e+01
1,30,100,5.879057e+01
