funcid,dim,milestone,error
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.107440e+03
17,50,40,2.694427e+03
17,50,50,2.694427e+03
17,50,60,2.694427e+03
17,50,70,2.694427e+03
17,50,80,2.694427e+03
17,50,90,2.692082e+03
17,50,100,2.176692e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.443350e+03
17,50,40,2.808897e+03
17,50,50,2.808897e+03
17,50,60,2.808897e+03
17,50,70,2.808897e+03
17,50,80,2.808897e+03
17,50,90,2.808897e+03
17,50,100,2.808897e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.167307e+03
17,50,40,3.167307e+03
17,50,50,2.851687e+03
17,50,60,2.851687e+03
17,50,70,2.623781e+03
17,50,80,2.623781e+03
17,50,90,2.623781e+03
17,50,100,2.623781e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,2.845379e+03
17,50,40,2.845379e+03
17,50,50,2.761066e+03
17,50,60,2.761066e+03
17,50,70,2.761066e+03
17,50,80,2.761066e+03
17,50,90,2.692061e+03
17,50,100,2.692061e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.443350e+03
17,50,40,3.443350e+03
17,50,50,2.440853e+03
17,50,60,2.440853e+03
17,50,70,2.440853e+03
17,50,80,2.440853e+03
17,50,90,2.440853e+03
17,50,100,2.440853e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.443350e+03
17,50,40,3.372720e+03
17,50,50,2.581976e+03
17,50,60,2.581976e+03
17,50,70,2.581976e+03
17,50,80,2.581976e+03
17,50,90,2.581976e+03
17,50,100,2.581976e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,3.150314e+03
17,50,40,3.150314e+03
17,50,50,2.890311e+03
17,50,60,2.890311e+03
17,50,70,2.890311e+03
17,50,80,2.890311e+03
17,50,90,2.890311e+03
17,50,100,2.637168e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,2.272200e+03
17,50,40,2.272200e+03
17,50,50,2.272200e+03
17,50,60,2.272200e+03
17,50,70,2.272200e+03
17,50,80,2.272200e+03
17,50,90,2.272200e+03
17,50,100,2.272200e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,2.827906e+03
17,50,40,2.827906e+03
17,50,50,2.827906e+03
17,50,60,2.827906e+03
17,50,70,2.827906e+03
17,50,80,2.827906e+03
17,50,90,2.827906e+03
17,50,100,2.827906e+03
17,50,1,3.443350e+03
17,50,2,3.443350e+03
17,50,3,3.443350e+03
17,50,5,3.443350e+03
17,50,10,3.443350e+03
17,50,20,3.443350e+03
17,50,30,2.502964e+03
17,50,40,2.502964e+03
17,50,50,2.502964e+03
17,50,60,2.502964e+03
17,50,70,2.502964e+03
17,50,80,2.502964e+03
17,50,90,2.502964e+03
17,50,100,2.502964e+03
