funcid,dim,milestone,error
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,1.532695e+04
18,10,80,1.532692e+04
18,10,90,1.532692e+04
18,10,100,1.532692e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,2.053352e+04
18,10,30,2.053352e+04
18,10,40,2.053352e+04
18,10,50,2.053352e+04
18,10,60,2.053352e+04
18,10,70,2.053352e+04
18,10,80,2.053352e+04
18,10,90,2.053352e+04
18,10,100,2.053352e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,3.975403e+04
18,10,80,3.975403e+04
18,10,90,2.529283e+04
18,10,100,2.529283e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,1.446293e+04
18,10,40,1.446293e+04
18,10,50,1.446293e+04
18,10,60,1.446293e+04
18,10,70,1.446293e+04
18,10,80,1.446293e+04
18,10,90,1.446293e+04
18,10,100,1.446293e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,7.589666e+03
18,10,80,7.589611e+03
18,10,90,7.589611e+03
18,10,100,7.589611e+03
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,2.441923e+04
18,10,30,2.441923e+04
18,10,40,2.441923e+04
18,10,50,2.441923e+04
18,10,60,2.441923e+04
18,10,70,2.441923e+04
18,10,80,2.441923e+04
18,10,90,2.441923e+04
18,10,100,2.441923e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,3.975403e+04
18,10,80,3.975403e+04
18,10,90,3.975403e+04
18,10,100,3.975403e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,2.099238e+04
18,10,80,2.099238e+04
18,10,90,2.099238e+04
18,10,100,2.099238e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,1.001672e+04
18,10,80,1.001672e+04
18,10,90,1.001672e+04
18,10,100,1.001672e+04
18,10,1,8.916514e+06
18,10,2,4.376689e+05
18,10,3,4.376680e+05
18,10,5,8.823556e+04
18,10,10,3.975403e+04
18,10,20,3.975403e+04
18,10,30,3.975403e+04
18,10,40,3.975403e+04
18,10,50,3.975403e+04
18,10,60,3.975403e+04
18,10,70,3.975403e+04
18,10,80,3.975403e+04
18,10,90,3.975403e+04
18,10,100,3.975403e+04
