funcid,dim,milestone,error
30,10,1,6.505563e+06
30,10,2,1.310132e+06
30,10,3,1.310132e+06
30,10,5,1.310132e+06
30,10,10,6.723739e+04
30,10,20,6.723739e+04
30,10,30,6.723739e+04
30,10,40,6.723739e+04
30,10,50,6.723739e+04
30,10,60,6.723739e+04
30,10,70,6.723739e+04
30,10,80,6.723739e+04
30,10,90,6.723739e+04
30,10,100,6.723739e+04
30,10,1,1.089695e+06
30,10,2,1.089695e+06
30,10,3,1.089695e+06
30,10,5,1.089695e+06
30,10,10,2.560294e+04
30,10,20,2.560294e+04
30,10,30,2.560294e+04
30,10,40,2.560294e+04
30,10,50,2.560294e+04
30,10,60,2.560294e+04
30,10,70,2.560294e+04
30,10,80,2.560294e+04
30,10,90,2.560294e+04
30,10,100,2.560294e+04
30,10,1,1.567431e+07
30,10,2,4.800119e+06
30,10,3,4.800119e+06
30,10,5,4.134711e+06
30,10,10,4.134711e+06
30,10,20,1.661469e+06
30,10,30,1.415092e+06
30,10,40,6.428014e+05
30,10,50,6.428014e+05
30,10,60,6.428014e+05
30,10,70,6.428014e+05
30,10,80,6.428014e+05
30,10,90,6.428014e+05
30,10,100,6.428014e+05
30,10,1,1.562154e+07
30,10,2,8.096723e+06
30,10,3,8.096723e+06
30,10,5,5.529858e+06
30,10,10,2.376379e+06
30,10,20,7.472063e+05
30,10,30,7.472063e+05
30,10,40,7.472063e+05
30,10,50,7.472063e+05
30,10,60,7.472063e+05
30,10,70,7.472063e+05
30,10,80,7.472063e+05
30,10,90,7.472063e+05
30,10,100,7.472063e+05
30,10,1,8.503506e+06
30,10,2,7.226346e+06
30,10,3,6.012743e+06
30,10,5,6.012743e+06
30,10,10,6.012743e+06
30,10,20,1.905547e+06
30,10,30,1.905547e+06
30,10,40,9.458885e+05
30,10,50,9.458885e+05
30,10,60,9.458885e+05
30,10,70,9.458885e+05
30,10,80,6.299050e+05
30,10,90,6.299050e+05
30,10,100,6.299050e+05
30,10,1,1.518902e+07
30,10,2,7.762316e+06
30,10,3,2.033094e+06
30,10,5,2.033094e+06
30,10,10,2.033094e+06
30,10,20,1.141776e+06
30,10,30,1.141776e+06
30,10,40,4.350828e+05
30,10,50,4.350828e+05
30,10,60,4.350828e+05
30,10,70,4.350828e+05
30,10,80,4.350828e+05
30,10,90,4.350828e+05
30,10,100,2.114079e+05
30,10,1,1.822363e+06
30,10,2,1.822363e+06
30,10,3,1.822363e+06
30,10,5,1.822363e+06
30,10,10,1.721187e+06
30,10,20,7.030864e+05
30,10,30,7.030864e+05
30,10,40,5.766519e+05
30,10,50,5.766519e+05
30,10,60,5.556335e+05
30,10,70,5.556335e+05
30,10,80,2.150623e+05
30,10,90,2.150623e+05
30,10,100,7.988982e+04
30,10,1,1.565493e+06
30,10,2,1.565493e+06
30,10,3,1.565493e+06
30,10,5,1.565493e+06
30,10,10,1.565493e+06
30,10,20,1.186650e+06
30,10,30,1.039069e+06
30,10,40,1.655805e+05
30,10,50,1.655805e+05
30,10,60,1.655805e+05
30,10,70,1.655805e+05
30,10,80,1.655805e+05
30,10,90,1.655805e+05
30,10,100,1.655805e+05
30,10,1,1.195847e+07
30,10,2,4.058852e+06
30,10,3,3.943292e+06
30,10,5,3.943292e+06
30,10,10,2.915880e+06
30,10,20,1.570552e+06
30,10,30,9.345571e+05
30,10,40,9.345571e+05
30,10,50,9.345571e+05
30,10,60,5.186054e+05
30,10,70,5.186054e+05
30,10,80,5.186054e+05
30,10,90,5.186054e+05
30,10,100,5.186054e+05
30,10,1,1.190537e+07
30,10,2,8.938805e+06
30,10,3,6.479803e+06
30,10,5,6.479803e+06
30,10,10,5.891020e+05
30,10,20,5.891020e+05
30,10,30,5.891020e+05
30,10,40,5.891020e+05
30,10,50,2.251287e+05
30,10,60,2.251287e+05
30,10,70,2.251287e+05
30,10,80,2.251287e+05
30,10,90,2.251287e+05
30,10,100,2.251287e+05
