funcid,dim,milestone,error
28,10,1,7.785645e+02
28,10,2,7.785645e+02
28,10,3,6.401581e+02
28,10,5,6.000679e+02
28,10,10,5.019823e+02
28,10,20,4.626637e+02
28,10,30,4.626637e+02
28,10,40,4.626637e+02
28,10,50,4.626637e+02
28,10,60,4.602139e+02
28,10,70,4.602139e+02
28,10,80,4.602139e+02
28,10,90,4.602139e+02
28,10,100,4.602139e+02
28,10,1,7.852995e+02
28,10,2,5.267683e+02
28,10,3,5.267683e+02
28,10,5,5.267683e+02
28,10,10,5.267683e+02
28,10,20,5.267683e+02
28,10,30,5.267683e+02
28,10,40,5.267683e+02
28,10,50,5.267683e+02
28,10,60,5.267683e+02
28,10,70,4.720315e+02
28,10,80,4.720315e+02
28,10,90,4.720315e+02
28,10,100,4.720315e+02
28,10,1,7.618614e+02
28,10,2,7.618614e+02
28,10,3,7.618614e+02
28,10,5,7.268461e+02
28,10,10,5.417498e+02
28,10,20,5.417498e+02
28,10,30,5.417498e+02
28,10,40,5.417498e+02
28,10,50,4.807181e+02
28,10,60,4.779014e+02
28,10,70,4.779014e+02
28,10,80,4.779014e+02
28,10,90,4.779014e+02
28,10,100,4.779014e+02
28,10,1,9.659841e+02
28,10,2,8.362508e+02
28,10,3,8.362508e+02
28,10,5,8.344143e+02
28,10,10,5.817249e+02
28,10,20,5.496497e+02
28,10,30,5.496497e+02
28,10,40,5.496497e+02
28,10,50,5.496497e+02
28,10,60,5.496497e+02
28,10,70,4.599168e+02
28,10,80,4.599168e+02
28,10,90,4.599168e+02
28,10,100,4.599168e+02
28,10,1,7.249820e+02
28,10,2,7.249820e+02
28,10,3,6.226399e+02
28,10,5,6.226399e+02
28,10,10,6.226399e+02
28,10,20,5.531736e+02
28,10,30,5.531736e+02
28,10,40,5.480752e+02
28,10,50,5.480752e+02
28,10,60,4.066565e+02
28,10,70,4.066565e+02
28,10,80,4.066565e+02
28,10,90,4.066565e+02
28,10,100,4.066565e+02
28,10,1,7.754002e+02
28,10,2,6.971771e+02
28,10,3,6.971771e+02
28,10,5,6.971771e+02
28,10,10,5.321231e+02
28,10,20,5.321231e+02
28,10,30,5.321231e+02
28,10,40,5.321231e+02
28,10,50,4.662470e+02
28,10,60,4.662470e+02
28,10,70,4.662470e+02
28,10,80,4.662470e+02
28,10,90,4.662470e+02
28,10,100,4.662470e+02
28,10,1,8.470828e+02
28,10,2,8.067136e+02
28,10,3,8.067136e+02
28,10,5,5.923801e+02
28,10,10,5.923801e+02
28,10,20,5.361377e+02
28,10,30,5.361377e+02
28,10,40,5.361377e+02
28,10,50,5.361377e+02
28,10,60,4.221812e+02
28,10,70,4.221812e+02
28,10,80,4.221812e+02
28,10,90,4.221812e+02
28,10,100,4.221812e+02
28,10,1,8.630667e+02
28,10,2,7.905423e+02
28,10,3,7.905423e+02
28,10,5,7.161514e+02
28,10,10,7.161514e+02
28,10,20,5.327245e+02
28,10,30,5.023928e+02
28,10,40,5.023928e+02
28,10,50,5.023928e+02
28,10,60,5.023928e+02
28,10,70,5.023928e+02
28,10,80,5.023928e+02
28,10,90,5.023928e+02
28,10,100,5.023928e+02
28,10,1,9.053118e+02
28,10,2,5.938157e+02
28,10,3,5.938157e+02
28,10,5,5.938157e+02
28,10,10,5.660742e+02
28,10,20,4.522185e+02
28,10,30,4.522185e+02
28,10,40,4.522185e+02
28,10,50,4.522185e+02
28,10,60,4.522185e+02
28,10,70,4.522185e+02
28,10,80,4.522185e+02
28,10,90,4.522185e+02
28,10,100,4.352535e+02
28,10,1,8.320017e+02
28,10,2,8.075054e+02
28,10,3,8.011258e+02
28,10,5,6.157966e+02
28,10,10,6.157966e+02
28,10,20,6.157966e+02
28,10,30,4.709730e+02
28,10,40,4.709730e+02
28,10,50,4.709730e+02
28,10,60,4.709730e+02
28,10,70,4.709730e+02
28,10,80,4.709730e+02
28,10,90,4.709730e+02
28,10,100,4.709730e+02
